target_id	length	eff_length	est_counts	tpm
ENSMUST00000029358.14|ENSMUSG00000027787.14|OTTMUSG00000029387.5|OTTMUST00000072831.2|Nmd3-201|Nmd3|9135|protein_coding|	9135	8933.65	303.235	1.5895
ENSMUST00000143041.7|ENSMUSG00000027787.14|OTTMUSG00000029387.5|OTTMUST00000072833.2|Nmd3-204|Nmd3|494|nonsense_mediated_decay|	494	293.349	0	0
ENSMUST00000135266.7|ENSMUSG00000027787.14|OTTMUSG00000029387.5|OTTMUST00000072835.2|Nmd3-203|Nmd3|697|nonsense_mediated_decay|	697	495.675	8.69882	0.821815
ENSMUST00000127211.6|ENSMUSG00000027787.14|OTTMUSG00000029387.5|OTTMUST00000072832.1|Nmd3-202|Nmd3|945|retained_intron|	945	743.654	0	0
ENSMUST00000143249.1|ENSMUSG00000027787.14|OTTMUSG00000029387.5|OTTMUST00000072836.2|Nmd3-205|Nmd3|396|protein_coding|	396	197.685	8.34593	1.97702
ENSMUST00000194168.1|ENSMUSG00000027787.14|OTTMUSG00000029387.5|OTTMUST00000130324.1|Nmd3-208|Nmd3|848|retained_intron|	848	646.654	101.76	7.36911
ENSMUST00000150210.1|ENSMUSG00000027787.14|OTTMUSG00000029387.5|OTTMUST00000072837.1|Nmd3-207|Nmd3|746|retained_intron|	746	544.665	29.1468	2.50595
ENSMUST00000051239.12|ENSMUSG00000043461.13|OTTMUSG00000051554.1|OTTMUST00000130170.1|Sptssb-201|Sptssb|1795|protein_coding|	1795	1593.65	1	0.0293844
ENSMUST00000171529.3|ENSMUSG00000043461.13|OTTMUSG00000051554.1|OTTMUST00000130171.1|Sptssb-202|Sptssb|772|protein_coding|	772	570.654	0	0
ENSMUST00000194028.1|ENSMUSG00000103549.1|OTTMUSG00000051555.1|OTTMUST00000130172.1|Gm17895-201|Gm17895|874|processed_pseudogene|	874	672.654	0	0
ENSMUST00000104178.1|ENSMUSG00000077366.1|-|-|Gm23484-201|Gm23484|131|snoRNA|	131	39.225	0	0
ENSMUST00000193233.1|ENSMUSG00000102525.1|OTTMUSG00000051556.1|OTTMUST00000130173.1|Gm37784-201|Gm37784|189|processed_pseudogene|	189	26.4313	0	0
ENSMUST00000053013.5|ENSMUSG00000027788.6|OTTMUSG00000026600.1|OTTMUST00000065819.1|Otol1-201|Otol1|2161|protein_coding|	2161	1959.65	0	0
ENSMUST00000193880.1|ENSMUSG00000103020.1|OTTMUSG00000051663.1|OTTMUST00000130334.1|Gm37681-201|Gm37681|727|processed_pseudogene|	727	525.665	0	0
ENSMUST00000195440.1|ENSMUSG00000103113.1|OTTMUSG00000051664.1|OTTMUST00000130335.1|Gm37585-201|Gm37585|280|processed_pseudogene|	280	92.5141	0	0
ENSMUST00000158882.1|ENSMUSG00000089507.1|-|-|Gm23477-201|Gm23477|128|snoRNA|	128	38.8235	0	0
ENSMUST00000193699.1|ENSMUSG00000102663.1|OTTMUSG00000051665.1|OTTMUST00000130336.1|Gm6631-201|Gm6631|559|processed_pseudogene|	559	357.912	0	0
ENSMUST00000193077.1|ENSMUSG00000104023.1|OTTMUSG00000051666.1|OTTMUST00000130337.1|Gm37213-201|Gm37213|586|unprocessed_pseudogene|	586	384.838	0	0
ENSMUST00000099459.3|ENSMUSG00000074877.3|-|-|Gm10780-201|Gm10780|285|pseudogene|	285	96.7642	1.16136	0.562035
ENSMUST00000193033.1|ENSMUSG00000102666.1|OTTMUSG00000051671.1|OTTMUST00000130346.1|Gm8599-201|Gm8599|457|processed_pseudogene|	457	256.949	0	0
ENSMUST00000194825.1|ENSMUSG00000103396.1|OTTMUSG00000051672.1|OTTMUST00000130347.1|Gm38305-201|Gm38305|223|processed_pseudogene|	223	48.5868	0	0
ENSMUST00000192015.1|ENSMUSG00000103815.1|OTTMUSG00000051674.1|OTTMUST00000130352.1|Gm19194-201|Gm19194|3774|processed_pseudogene|	3774	3572.65	0	0
ENSMUST00000183150.1|ENSMUSG00000098189.1|OTTMUSG00000043130.1|OTTMUST00000113189.1|Gm8604-201|Gm8604|965|processed_pseudogene|	965	763.654	0	0
ENSMUST00000194309.1|ENSMUSG00000103465.1|OTTMUSG00000051675.1|OTTMUST00000130353.1|Gm37617-201|Gm37617|159|processed_pseudogene|	159	9.70813	0	0
ENSMUST00000193454.1|ENSMUSG00000103279.1|OTTMUSG00000051714.1|OTTMUST00000130399.1|Gm3351-201|Gm3351|505|processed_pseudogene|	505	304.234	0	0
ENSMUST00000192368.1|ENSMUSG00000103859.1|OTTMUSG00000051715.1|OTTMUST00000130400.1|Gm37603-201|Gm37603|219|processed_pseudogene|	219	45.7832	0	0
ENSMUST00000184290.1|ENSMUSG00000098869.1|-|-|Gm27465-201|Gm27465|91|misc_RNA|	91	32.0667	0	0
ENSMUST00000195107.1|ENSMUSG00000103078.1|OTTMUSG00000051716.1|OTTMUST00000130401.1|Gm37901-201|Gm37901|514|processed_pseudogene|	514	313.172	0	0
ENSMUST00000122803.1|ENSMUSG00000084752.1|-|-|Gm22451-201|Gm22451|151|snRNA|	151	6.44574	0	0
ENSMUST00000167334.7|ENSMUSG00000027790.14|OTTMUSG00000035151.2|OTTMUST00000089508.1|Sis-202|Sis|5953|protein_coding|	5953	5751.65	0	0
ENSMUST00000094190.4|ENSMUSG00000027790.14|OTTMUSG00000035151.2|-|Sis-201|Sis|5887|protein_coding|	5887	5685.65	0	0
ENSMUST00000191870.1|ENSMUSG00000027790.14|OTTMUSG00000035151.2|OTTMUST00000130402.1|Sis-204|Sis|1150|retained_intron|	1150	948.654	0	0
ENSMUST00000170445.1|ENSMUSG00000027790.14|OTTMUSG00000035151.2|OTTMUST00000089509.1|Sis-203|Sis|772|retained_intron|	772	570.654	0	0
ENSMUST00000192141.1|ENSMUSG00000102753.1|OTTMUSG00000051717.1|OTTMUST00000130403.1|Gm37056-201|Gm37056|1865|TEC|	1865	1663.65	0	0
ENSMUST00000192477.1|ENSMUSG00000048304.8|OTTMUSG00000051718.1|OTTMUST00000130404.1|Slitrk3-202|Slitrk3|4592|protein_coding|	4592	4390.65	0	0
ENSMUST00000059407.8|ENSMUSG00000048304.8|OTTMUSG00000051718.1|OTTMUST00000130405.1|Slitrk3-201|Slitrk3|3587|protein_coding|	3587	3385.65	0	0
ENSMUST00000192263.1|ENSMUSG00000103428.1|OTTMUSG00000051722.1|OTTMUST00000130409.1|Gm20754-201|Gm20754|428|lncRNA|	428	228.571	0	0
ENSMUST00000192642.1|ENSMUSG00000103428.1|OTTMUSG00000051722.1|OTTMUST00000130410.1|Gm20754-202|Gm20754|1357|lncRNA|	1357	1155.65	0	0
ENSMUST00000103862.1|ENSMUSG00000077050.1|-|-|Gm24544-201|Gm24544|110|miRNA|	110	34.5794	0	0
ENSMUST00000193965.1|ENSMUSG00000102916.1|OTTMUSG00000051723.1|OTTMUST00000130411.1|Gm37725-201|Gm37725|2125|TEC|	2125	1923.65	0	0
ENSMUST00000158169.1|ENSMUSG00000088794.1|-|-|Gm22538-201|Gm22538|299|misc_RNA|	299	108.696	0	0
ENSMUST00000192351.1|ENSMUSG00000102820.1|OTTMUSG00000051725.1|OTTMUST00000130413.1|Gm38353-201|Gm38353|617|lncRNA|	617	415.774	0	0
ENSMUST00000194514.1|ENSMUSG00000102362.1|OTTMUSG00000051726.1|OTTMUST00000130414.1|4930509J09Rik-201|4930509J09Rik|1526|lncRNA|	1526	1324.65	0	0
ENSMUST00000029367.5|ENSMUSG00000027792.11|OTTMUSG00000026601.4|OTTMUST00000065820.1|Bche-201|Bche|6210|protein_coding|	6210	6008.65	4676.58	36.447
ENSMUST00000133690.1|ENSMUSG00000027792.11|OTTMUSG00000026601.4|OTTMUST00000065821.1|Bche-202|Bche|2024|retained_intron|	2024	1822.65	12.4025	0.318653
ENSMUST00000138216.7|ENSMUSG00000027792.11|OTTMUSG00000026601.4|OTTMUST00000065822.4|Bche-203|Bche|721|protein_coding|	721	519.665	33.015	2.97508
ENSMUST00000153917.1|ENSMUSG00000027792.11|OTTMUSG00000026601.4|OTTMUST00000065823.1|Bche-204|Bche|443|processed_transcript|	443	243.233	0	0
ENSMUST00000194185.1|ENSMUSG00000102859.1|OTTMUSG00000051728.1|OTTMUST00000130416.1|Gm8625-201|Gm8625|1077|processed_pseudogene|	1077	875.654	0	0
ENSMUST00000193390.1|ENSMUSG00000104096.1|OTTMUSG00000051736.1|OTTMUST00000130428.1|Gm20356-201|Gm20356|2477|lncRNA|	2477	2275.65	0	0
ENSMUST00000180234.2|ENSMUSG00000096400.2|OTTMUSG00000051737.1|OTTMUST00000130429.1|Gm6098-201|Gm6098|330|processed_pseudogene|	330	135.962	0	0
ENSMUST00000193464.1|ENSMUSG00000104227.1|OTTMUSG00000051738.1|OTTMUST00000130430.1|Gm37050-201|Gm37050|466|processed_pseudogene|	466	265.759	0	0
ENSMUST00000195228.1|ENSMUSG00000102809.1|OTTMUSG00000051739.1|OTTMUST00000130431.1|Gm8643-201|Gm8643|625|processed_pseudogene|	625	423.749	0	0
ENSMUST00000192431.1|ENSMUSG00000102420.1|OTTMUSG00000044851.1|OTTMUST00000117863.1|Gm37464-201|Gm37464|2220|TEC|	2220	2018.65	0	0
ENSMUST00000107778.8|ENSMUSG00000034151.13|OTTMUSG00000023487.3|OTTMUST00000057157.1|Zbbx-204|Zbbx|2467|protein_coding|	2467	2265.65	0	0
ENSMUST00000039269.12|ENSMUSG00000034151.13|OTTMUSG00000023487.3|OTTMUST00000057158.1|Zbbx-201|Zbbx|2399|protein_coding|	2399	2197.65	0	0
ENSMUST00000107776.7|ENSMUSG00000034151.13|OTTMUSG00000023487.3|OTTMUST00000057160.2|Zbbx-203|Zbbx|1978|protein_coding|	1978	1776.65	0	0
ENSMUST00000107775.7|ENSMUSG00000034151.13|OTTMUSG00000023487.3|OTTMUST00000057159.1|Zbbx-202|Zbbx|1447|protein_coding|	1447	1245.65	0	0
ENSMUST00000124618.1|ENSMUSG00000034151.13|OTTMUSG00000023487.3|OTTMUST00000057161.2|Zbbx-205|Zbbx|714|protein_coding|	714	512.665	0	0
ENSMUST00000039047.4|ENSMUSG00000034139.4|OTTMUSG00000026707.1|OTTMUST00000066080.1|Serpini2-201|Serpini2|1411|protein_coding|	1411	1209.65	0	0
ENSMUST00000193989.3|ENSMUSG00000104301.3|OTTMUSG00000051783.3|OTTMUST00000130505.3|Wdr49-201|Wdr49|2413|protein_coding|	2413	2211.65	0	0
ENSMUST00000204341.2|ENSMUSG00000104301.3|OTTMUSG00000051783.3|-|Wdr49-203|Wdr49|1344|protein_coding|	1344	1142.65	0	0
ENSMUST00000203169.2|ENSMUSG00000104301.3|OTTMUSG00000051783.3|OTTMUST00000140130.1|Wdr49-202|Wdr49|1584|protein_coding|	1584	1382.65	0	0
ENSMUST00000204982.1|ENSMUSG00000104301.3|OTTMUSG00000051783.3|OTTMUST00000140131.1|Wdr49-204|Wdr49|2546|retained_intron|	2546	2344.65	1.00194	0.0200113
ENSMUST00000191976.1|ENSMUSG00000103444.1|OTTMUSG00000051784.1|OTTMUST00000130506.1|Gm17836-201|Gm17836|1302|processed_pseudogene|	1302	1100.65	0	0
ENSMUST00000161137.7|ENSMUSG00000027835.11|OTTMUSG00000031048.6|OTTMUST00000076917.2|Pdcd10-205|Pdcd10|1927|protein_coding|	1927	1725.65	188.036	5.10267
ENSMUST00000159519.1|ENSMUSG00000027835.11|OTTMUSG00000031048.6|OTTMUST00000076920.1|Pdcd10-203|Pdcd10|655|retained_intron|	655	453.722	3.96416	0.40914
ENSMUST00000029424.11|ENSMUSG00000027835.11|OTTMUSG00000031048.6|OTTMUST00000081075.3|Pdcd10-201|Pdcd10|907|protein_coding|	907	705.654	136.761	9.07575
ENSMUST00000160196.1|ENSMUSG00000027835.11|OTTMUSG00000031048.6|OTTMUST00000076919.1|Pdcd10-204|Pdcd10|697|retained_intron|	697	495.675	7.23867	0.683869
ENSMUST00000162138.1|ENSMUSG00000027835.11|OTTMUSG00000031048.6|OTTMUST00000076918.2|Pdcd10-206|Pdcd10|509|protein_coding|	509	308.191	0	0
ENSMUST00000159217.1|ENSMUSG00000027835.11|OTTMUSG00000031048.6|OTTMUST00000081074.1|Pdcd10-202|Pdcd10|545|retained_intron|	545	343.969	0	0
ENSMUST00000161776.7|ENSMUSG00000027834.15|OTTMUSG00000021878.3|OTTMUST00000051937.2|Serpini1-203|Serpini1|779|protein_coding|	779	577.654	1.92131	0.155755
ENSMUST00000029423.8|ENSMUSG00000027834.15|OTTMUSG00000021878.3|OTTMUST00000051936.1|Serpini1-201|Serpini1|4091|protein_coding|	4091	3889.65	7.2634	0.087446
ENSMUST00000195285.1|ENSMUSG00000027834.15|OTTMUSG00000021878.3|OTTMUST00000130910.1|Serpini1-204|Serpini1|612|processed_transcript|	612	410.782	0	0
ENSMUST00000161695.1|ENSMUSG00000027834.15|OTTMUSG00000021878.3|OTTMUST00000051938.1|Serpini1-202|Serpini1|3187|retained_intron|	3187	2985.65	0	0
ENSMUST00000192682.1|ENSMUSG00000102625.1|OTTMUSG00000052060.1|OTTMUST00000130911.1|Gm37672-201|Gm37672|4014|TEC|	4014	3812.65	0	0
ENSMUST00000190602.1|ENSMUSG00000099370.1|OTTMUSG00000046356.1|OTTMUST00000120801.1|Platr10-201|Platr10|1026|lncRNA|	1026	824.654	0	0
ENSMUST00000191479.1|ENSMUSG00000099370.1|OTTMUSG00000046356.1|OTTMUST00000120802.1|Platr10-202|Platr10|818|lncRNA|	818	616.654	0	0
ENSMUST00000193087.1|ENSMUSG00000102188.1|OTTMUSG00000047601.1|OTTMUST00000122740.1|Gm37193-201|Gm37193|513|TEC|	513	312.172	0	0
ENSMUST00000158013.1|ENSMUSG00000088638.1|-|-|Gm25846-201|Gm25846|135|snoRNA|	135	41.2667	0	0
ENSMUST00000189155.3|ENSMUSG00000100962.3|OTTMUSG00000045982.4|OTTMUST00000130935.3|Gm29133-201|Gm29133|885|protein_coding|	885	683.654	0	0
ENSMUST00000038563.13|ENSMUSG00000034109.15|OTTMUSG00000029722.3|OTTMUST00000073736.2|Golim4-201|Golim4|5546|protein_coding|	5546	5344.65	282.545	2.4756
ENSMUST00000117242.7|ENSMUSG00000034109.15|OTTMUSG00000029722.3|OTTMUST00000073737.1|Golim4-202|Golim4|4551|protein_coding|	4551	4349.65	1714.09	18.454
ENSMUST00000134219.1|ENSMUSG00000034109.15|OTTMUSG00000029722.3|OTTMUST00000073741.1|Golim4-205|Golim4|2062|retained_intron|	2062	1860.65	0	0
ENSMUST00000167078.7|ENSMUSG00000034109.15|OTTMUSG00000029722.3|-|Golim4-208|Golim4|2902|protein_coding|	2902	2700.65	780.921	13.541
ENSMUST00000134444.1|ENSMUSG00000034109.15|OTTMUSG00000029722.3|OTTMUST00000073742.1|Golim4-206|Golim4|563|retained_intron|	563	361.891	38.6119	4.99637
ENSMUST00000150904.1|ENSMUSG00000034109.15|OTTMUSG00000029722.3|OTTMUST00000073740.2|Golim4-207|Golim4|430|protein_coding|	430	230.496	0	0
ENSMUST00000131987.7|ENSMUSG00000034109.15|OTTMUSG00000029722.3|OTTMUST00000073738.1|Golim4-204|Golim4|5230|retained_intron|	5230	5028.65	0	0
ENSMUST00000125405.1|ENSMUSG00000034109.15|OTTMUSG00000029722.3|OTTMUST00000073739.1|Golim4-203|Golim4|817|retained_intron|	817	615.654	0	0
ENSMUST00000192433.1|ENSMUSG00000034109.15|OTTMUSG00000029722.3|OTTMUST00000130936.1|Golim4-209|Golim4|1816|retained_intron|	1816	1614.65	0	0
ENSMUST00000193507.1|ENSMUSG00000103024.1|OTTMUSG00000052281.1|OTTMUST00000131301.1|Gm37685-201|Gm37685|2177|TEC|	2177	1975.65	0	0
ENSMUST00000193034.1|ENSMUSG00000104448.1|OTTMUSG00000052083.1|OTTMUST00000130937.1|Gm37256-201|Gm37256|566|lncRNA|	566	364.869	0	0
ENSMUST00000194986.1|ENSMUSG00000104223.1|OTTMUSG00000052084.1|OTTMUST00000130938.1|Gm18428-201|Gm18428|791|processed_pseudogene|	791	589.654	0	0
ENSMUST00000038364.14|ENSMUSG00000034098.14|OTTMUSG00000030459.5|OTTMUST00000075423.2|Fstl5-201|Fstl5|5107|protein_coding|	5107	4905.65	0	0
ENSMUST00000159686.1|ENSMUSG00000034098.14|OTTMUSG00000030459.5|OTTMUST00000075463.2|Fstl5-202|Fstl5|2304|processed_transcript|	2304	2102.65	0	0
ENSMUST00000160261.7|ENSMUSG00000034098.14|OTTMUSG00000030459.5|OTTMUST00000075462.1|Fstl5-203|Fstl5|3173|protein_coding|	3173	2971.65	0	0
ENSMUST00000191664.1|ENSMUSG00000034098.14|OTTMUSG00000030459.5|OTTMUST00000130939.1|Fstl5-205|Fstl5|3308|retained_intron|	3308	3106.65	0	0
ENSMUST00000162471.1|ENSMUSG00000034098.14|OTTMUSG00000030459.5|OTTMUST00000075464.3|Fstl5-204|Fstl5|605|protein_coding|	605	403.807	0	0
ENSMUST00000192613.1|ENSMUSG00000103920.1|OTTMUSG00000052088.1|OTTMUST00000130943.1|Gm37897-201|Gm37897|3561|TEC|	3561	3359.65	8.12799	0.113292
ENSMUST00000195775.1|ENSMUSG00000103702.1|OTTMUSG00000052089.1|OTTMUST00000130944.1|Gm37290-201|Gm37290|339|processed_pseudogene|	339	144.22	0	0
ENSMUST00000193212.1|ENSMUSG00000102216.1|OTTMUSG00000052090.1|OTTMUST00000130945.1|Gm19231-201|Gm19231|830|processed_pseudogene|	830	628.654	0	0
ENSMUST00000157856.1|ENSMUSG00000088481.1|-|-|Gm23644-201|Gm23644|77|snoRNA|	77	27.5273	0	0
ENSMUST00000192011.1|ENSMUSG00000102489.1|OTTMUSG00000052113.1|OTTMUST00000130990.1|Dnmt3a-ps1-201|Dnmt3a-ps1|1271|processed_pseudogene|	1271	1069.65	0	0
ENSMUST00000194524.1|ENSMUSG00000103849.1|OTTMUSG00000052114.1|OTTMUST00000130991.1|Gm37806-201|Gm37806|6387|TEC|	6387	6185.65	5	0.0378526
ENSMUST00000194247.1|ENSMUSG00000102872.1|OTTMUSG00000052115.1|OTTMUST00000130992.1|Gm38195-201|Gm38195|1499|TEC|	1499	1297.65	2.19963	0.0793782
ENSMUST00000194228.1|ENSMUSG00000102393.1|OTTMUSG00000052116.1|OTTMUST00000130993.1|Gm37576-201|Gm37576|372|processed_pseudogene|	372	174.911	0	0
ENSMUST00000196696.1|ENSMUSG00000105026.1|OTTMUSG00000052315.1|OTTMUST00000131351.1|Gm18719-201|Gm18719|1413|processed_pseudogene|	1413	1211.65	0	0
ENSMUST00000195100.1|ENSMUSG00000103312.1|OTTMUSG00000052117.1|OTTMUST00000130994.1|Gm6677-201|Gm6677|441|processed_pseudogene|	441	241.262	0	0
ENSMUST00000195078.1|ENSMUSG00000102637.1|OTTMUSG00000052118.1|OTTMUST00000130995.1|Gm8684-201|Gm8684|1564|processed_pseudogene|	1564	1362.65	0	0
ENSMUST00000192789.1|ENSMUSG00000103817.1|OTTMUSG00000052119.1|OTTMUST00000130996.1|Gm6680-201|Gm6680|950|processed_pseudogene|	950	748.654	0	0
ENSMUST00000198459.1|ENSMUSG00000104782.1|OTTMUSG00000052316.1|OTTMUST00000131352.1|Gm43326-201|Gm43326|1638|TEC|	1638	1436.65	0	0
ENSMUST00000117905.1|ENSMUSG00000084370.3|OTTMUSG00000021868.1|OTTMUST00000051899.1|Gm15442-201|Gm15442|1527|processed_pseudogene|	1527	1325.65	0	0
ENSMUST00000194471.1|ENSMUSG00000102341.1|OTTMUSG00000052124.1|OTTMUST00000131001.1|Gm18952-201|Gm18952|846|processed_pseudogene|	846	644.654	0	0
ENSMUST00000157838.1|ENSMUSG00000088463.1|-|-|Gm24749-201|Gm24749|343|misc_RNA|	343	147.851	0	0
ENSMUST00000192061.1|ENSMUSG00000102438.1|OTTMUSG00000052125.1|OTTMUST00000131002.1|Gm17953-201|Gm17953|667|processed_pseudogene|	667	465.695	0	0
ENSMUST00000164923.2|ENSMUSG00000091361.2|OTTMUSG00000052126.1|OTTMUST00000131003.1|Gm5277-201|Gm5277|556|processed_pseudogene|	556	354.92	0	0
ENSMUST00000094175.6|ENSMUSG00000070443.6|OTTMUSG00000052186.1|OTTMUST00000131130.1|Gm10291-201|Gm10291|999|processed_pseudogene|	999	797.654	1.32664	0.0778841
ENSMUST00000036976.6|ENSMUSG00000037096.6|OTTMUSG00000052187.2|OTTMUST00000131131.2|Gm9762-201|Gm9762|444|processed_pseudogene|	444	244.218	83.2079	15.955
ENSMUST00000104299.1|ENSMUSG00000077487.1|-|-|Gm23440-201|Gm23440|130|snoRNA|	130	39.4072	0	0
ENSMUST00000118100.7|ENSMUSG00000062232.14|OTTMUSG00000031912.2|OTTMUST00000079129.1|Rapgef2-201|Rapgef2|6573|protein_coding|	6573	6371.65	0.506805	0.00372477
ENSMUST00000118340.6|ENSMUSG00000062232.14|OTTMUSG00000031912.2|OTTMUST00000079130.1|Rapgef2-202|Rapgef2|6544|protein_coding|	6544	6342.65	208.918	1.54247
ENSMUST00000195708.1|ENSMUSG00000062232.14|OTTMUSG00000031912.2|OTTMUST00000131132.1|Rapgef2-206|Rapgef2|6964|protein_coding|	6964	6762.65	547.575	3.79173
ENSMUST00000152275.7|ENSMUSG00000062232.14|OTTMUSG00000031912.2|OTTMUST00000079131.1|Rapgef2-205|Rapgef2|3486|retained_intron|	3486	3284.65	0	0
ENSMUST00000124647.1|ENSMUSG00000062232.14|OTTMUSG00000031912.2|OTTMUST00000079132.1|Rapgef2-203|Rapgef2|454|processed_transcript|	454	254.026	0	0
ENSMUST00000136126.1|ENSMUSG00000062232.14|OTTMUSG00000031912.2|OTTMUST00000079133.1|Rapgef2-204|Rapgef2|3837|retained_intron|	3837	3635.65	0	0
ENSMUST00000082759.1|ENSMUSG00000064693.1|-|-|Gm24150-201|Gm24150|104|snRNA|	104	32.7568	0	0
ENSMUST00000200412.1|ENSMUSG00000104585.1|OTTMUSG00000052320.1|OTTMUST00000131356.1|4921511C10Rik-201|4921511C10Rik|1463|lncRNA|	1463	1261.65	0	0
ENSMUST00000192648.1|ENSMUSG00000102545.1|OTTMUSG00000052188.1|OTTMUST00000131133.1|6430573P05Rik-202|6430573P05Rik|597|lncRNA|	597	395.815	11	1.3014
ENSMUST00000195547.1|ENSMUSG00000102545.1|OTTMUSG00000052188.1|OTTMUST00000131134.1|6430573P05Rik-203|6430573P05Rik|2457|lncRNA|	2457	2255.65	1.12142	0.0232813
ENSMUST00000192562.1|ENSMUSG00000102545.1|OTTMUSG00000052188.1|OTTMUST00000131135.1|6430573P05Rik-201|6430573P05Rik|508|lncRNA|	508	307.197	4.87858	0.743682
ENSMUST00000195157.1|ENSMUSG00000091685.6|OTTMUSG00000052189.3|OTTMUST00000131136.2|Gm17359-202|Gm17359|497|protein_coding|	497	296.325	3	0.474093
ENSMUST00000164216.5|ENSMUSG00000091685.6|OTTMUSG00000052189.3|OTTMUST00000131137.1|Gm17359-201|Gm17359|778|protein_coding|	778	576.654	0	0
ENSMUST00000199658.1|ENSMUSG00000091685.6|OTTMUSG00000052189.3|OTTMUST00000131360.1|Gm17359-203|Gm17359|1819|protein_coding|	1819	1617.65	0	0
ENSMUST00000133154.6|ENSMUSG00000061175.12|OTTMUSG00000030602.7|OTTMUST00000075801.1|Fnip2-203|Fnip2|7299|protein_coding|	7299	7097.65	2593.18	17.1091
ENSMUST00000149475.7|ENSMUSG00000061175.12|OTTMUSG00000030602.7|OTTMUST00000075790.1|Fnip2-205|Fnip2|3629|retained_intron|	3629	3427.65	286.182	3.90982
ENSMUST00000076136.6|ENSMUSG00000061175.12|OTTMUSG00000030602.7|OTTMUST00000131138.1|Fnip2-201|Fnip2|3775|protein_coding|	3775	3573.65	132.747	1.73949
ENSMUST00000154645.1|ENSMUSG00000061175.12|OTTMUSG00000030602.7|OTTMUST00000075789.2|Fnip2-206|Fnip2|2737|retained_intron|	2737	2535.65	79.9356	1.47625
ENSMUST00000239298.1|ENSMUSG00000061175.12|OTTMUSG00000030602.7|OTTMUST00000182212.1|Fnip2-207|Fnip2|2189|protein_coding|	2189	1987.65	0	0
ENSMUST00000130613.1|ENSMUSG00000061175.12|OTTMUSG00000030602.7|OTTMUST00000075791.1|Fnip2-202|Fnip2|872|processed_transcript|	872	670.654	0	0
ENSMUST00000139171.1|ENSMUSG00000061175.12|OTTMUSG00000030602.7|OTTMUST00000075802.1|Fnip2-204|Fnip2|507|retained_intron|	507	306.197	0	0
ENSMUST00000161319.1|ENSMUSG00000089746.1|OTTMUSG00000030606.1|OTTMUST00000075800.1|Gm3513-201|Gm3513|637|lncRNA|	637	435.74	0	0
ENSMUST00000091023.1|ENSMUSG00000068957.1|OTTMUSG00000052191.1|OTTMUST00000131140.1|4930589L23Rik-201|4930589L23Rik|1364|lncRNA|	1364	1162.65	5	0.201387
ENSMUST00000194355.1|ENSMUSG00000103564.1|OTTMUSG00000052192.1|OTTMUST00000131141.1|Gm35067-201|Gm35067|647|processed_pseudogene|	647	445.722	0	0
ENSMUST00000161460.7|ENSMUSG00000027804.13|OTTMUSG00000029417.2|OTTMUST00000072901.1|Ppid-204|Ppid|3777|retained_intron|	3777	3575.65	72.1038	0.944308
ENSMUST00000029382.12|ENSMUSG00000027804.13|OTTMUSG00000029417.2|OTTMUST00000072900.1|Ppid-201|Ppid|1752|protein_coding|	1752	1550.65	576.036	17.3958
ENSMUST00000162690.2|ENSMUSG00000027804.13|OTTMUSG00000029417.2|OTTMUST00000072902.1|Ppid-206|Ppid|407|processed_transcript|	407	208.308	0	0
ENSMUST00000159505.2|ENSMUSG00000027804.13|OTTMUSG00000029417.2|OTTMUST00000072903.2|Ppid-202|Ppid|353|nonsense_mediated_decay|	353	157.065	0	0
ENSMUST00000161876.1|ENSMUSG00000027804.13|OTTMUSG00000029417.2|OTTMUST00000072904.1|Ppid-205|Ppid|546|retained_intron|	546	344.962	0	0
ENSMUST00000160799.1|ENSMUSG00000027804.13|OTTMUSG00000029417.2|OTTMUST00000072905.1|Ppid-203|Ppid|512|retained_intron|	512	311.185	41.8605	6.29937
ENSMUST00000029386.13|ENSMUSG00000027809.14|OTTMUSG00000029395.3|OTTMUST00000072852.2|Etfdh-201|Etfdh|2377|protein_coding|	2377	2175.65	4686.2	100.865
ENSMUST00000120992.7|ENSMUSG00000027809.14|OTTMUSG00000029395.3|OTTMUST00000072867.1|Etfdh-202|Etfdh|2233|protein_coding|	2233	2031.65	0	0
ENSMUST00000135058.7|ENSMUSG00000027809.14|OTTMUSG00000029395.3|OTTMUST00000072868.1|Etfdh-204|Etfdh|945|retained_intron|	945	743.654	0	0
ENSMUST00000153039.7|ENSMUSG00000027809.14|OTTMUSG00000029395.3|OTTMUST00000072869.1|Etfdh-206|Etfdh|1834|retained_intron|	1834	1632.65	0	0
ENSMUST00000149511.1|ENSMUSG00000027809.14|OTTMUSG00000029395.3|OTTMUST00000072870.1|Etfdh-205|Etfdh|3740|retained_intron|	3740	3538.65	42.7317	0.565487
ENSMUST00000194620.1|ENSMUSG00000027809.14|OTTMUSG00000029395.3|OTTMUST00000131142.1|Etfdh-207|Etfdh|1252|retained_intron|	1252	1050.65	0	0
ENSMUST00000126809.1|ENSMUSG00000027809.14|OTTMUSG00000029395.3|OTTMUST00000072871.1|Etfdh-203|Etfdh|357|processed_transcript|	357	160.784	13.4711	3.92347
ENSMUST00000195767.1|ENSMUSG00000102370.1|OTTMUSG00000052193.1|OTTMUST00000131143.1|Gm37973-201|Gm37973|1289|TEC|	1289	1087.65	0	0
ENSMUST00000029388.9|ENSMUSG00000027811.9|OTTMUSG00000029418.2|OTTMUST00000072906.2|4930579G24Rik-201|4930579G24Rik|1970|protein_coding|	1970	1768.65	3.00965	0.0796864
